Month,Harmonised System Code,Harmonised System Description,Unit Qty,Exports ($NZD fob),Exports Qty,Re-exports ($NZD fob),Re-exports Qty,Total Exports ($NZD fob),Total Exports Qty,Status,,,,
202205,206900049,"Offal, edible; of sheep (excluding lamb), hearts, frozen",KGM,"190,541","33,061",0,0,"190,541","33,061",Final,,,,
202205,206900051,"Offal, edible; of sheep (excluding lamb), kidneys, frozen",KGM,"20,955","2,029",0,0,"20,955","2,029",Final,,,,
202205,206900059,"Offal, edible; of sheep (excluding lamb), livers, frozen",KGM,"851,331","309,919",0,0,"851,331","309,919",Final,,,,
202205,206900079,"Offal, edible; of sheep (excluding lamb), n.e.c. in item no. 0206.90, frozen",KGM,"716,200","117,987",0,0,"716,200","117,987",Final,,,,
202205,206900091,"Offal, edible; of goats, horses, asses, mules or hinnies, livers, frozen",KGM,"571,552","124,478",0,0,"571,552","124,478",Final,,,,
202205,206900099,"Offal, edible; of goats, horses, asses, mules or hinnies, n.e.c. in item no. 0206.90, frozen",KGM,"1,475",326,0,0,"1,475",326,Final,,,,
202205,207110000,"Meat and edible offal; of fowls of the species Gallus domesticus, not cut in pieces, fresh or chilled",KGM,"48,663","5,734",0,0,"48,663","5,734",Final,,,,
202205,207120000,"Meat and edible offal; of fowls of the species Gallus domesticus, not cut in pieces, frozen",KGM,"504,434","134,855",0,0,"504,434","134,855",Final,,,,
202205,207130000,"Meat and edible offal; of fowls of the species Gallus domesticus, cuts and offal, fresh or chilled",KGM,"563,278","56,776",0,0,"563,278","56,776",Final,,,,
202205,207141000,"Meat and edible offal; of fowls of the species Gallus domesticus, cuts and offal, frozen, livers",KGM,"165,908","49,776",0,0,"165,908","49,776",Final,,,,
202205,207149000,"Meat and edible offal; of fowls of the species Gallus domesticus, cuts and offal, frozen, excluding livers",KGM,"2,796,585","910,542",0,0,"2,796,585","910,542",Final,,,,
202205,207250000,"Meat and edible offal; of turkeys, not cut in pieces, frozen",KGM,"1,362",100,0,0,"1,362",100,Final,,,,
202205,207279000,"Meat and edible offal; of turkeys, cuts and offal, frozen, excluding livers",KGM,"1,550",86,0,0,"1,550",86,Final,,,,
202205,207420010,"Meat and edible offal; of ducks, not cut in pieces, frozen",KGM,"89,972","11,147",0,0,"89,972","11,147",Final,,,,
202205,207459000,"Meat and edible offal; of ducks, cuts and offal, excluding fatty livers, frozen, excluding livers",KGM,"5,650",187,0,0,"5,650",187,Final,,,,
202205,208900011,"Meat and edible meat offal; of deer, fresh, chilled or frozen, pizzles",KGM,"160,293","1,525",0,0,"160,293","1,525",Final,,,,
202205,208900015,"Meat and edible meat offal; of deer, fresh, chilled or frozen, offal (excluding pizzles or tails)",KGM,"427,424","51,856",0,0,"427,424","51,856",Final,,,,
202205,208900017,"Edible meat; other than offal, of deer, venison, chilled",KGM,"1,487,863","60,827",0,0,"1,487,863","60,827",Final,,,,
202205,208900018,"Edible meat; other than offal, of deer, venison, frozen",KGM,"13,728,401","1,141,080",0,0,"13,728,401","1,141,080",Final,,,,
202205,210120000,"Meat; of swine, bellies (streaky) and cuts thereof, salted, in brine, dried or smoked",KGM,211,22,0,0,211,22,Final,,,,
202205,210190001,"Meat; of swine, bacon, salted, in brine, dried or smoked",KGM,"42,039","3,296","18,649","1,564","60,688","4,860",Final,,,,
202205,210190029,"Meat; of swine, n.e.c. in heading 0210, dried",KGM,"73,274","7,399",0,0,"73,274","7,399",Final,,,,
202205,210200000,"Meat; of bovine animals, salted, in brine, dried or smoked",KGM,"15,882",330,"1,846",150,"17,728",480,Final,,,,
202205,210993050,"Meat and edible meat offal; salted, in brine, dried or smoked, and edible flours and meals of meat or meat offal, n.e.c. in heading 0210",KGM,"1,489,250","17,387",0,0,"1,489,250","17,387",Final,,,,
202205,301920000,"Fish; live, eels (anguilla spp.)",KGM,"76,787","6,120",0,0,"76,787","6,120",Final,,,,
202205,302130010,"Fish; fresh or chilled, Pacific salmon (Oncorhynchus nerka/gorbuscha/keta/tschawytscha/kisutch/masou/rhodurus), whole",KGM,"5,717,099","255,442",0,0,"5,717,099","255,442",Final,,,,
